unique_id,age,height,weight,gender,exercise_name,body_part,type_of_muscle,sets,recommendation,BMI,BMI_Result
251,50,175,85,Male,Hanging Leg Raises,Core,Isolation,3,Muscle Gain,27.76,Overweight
251,50,175,85,Male,Dips,Triceps,Compound,4,Muscle Gain,27.76,Overweight
251,50,175,85,Male,Barbell Curls,Biceps,Isolation,3,Muscle Gain,27.76,Overweight
251,50,175,85,Male,Leg Press,Legs,Compound,4,Muscle Gain,27.76,Overweight
251,50,175,85,Male,Glute Bridges,Glutes,Compound,4,Muscle Gain,27.76,Overweight
252,37,160,65,Female,Leg Press,Legs,Compound,4,Muscle Gain,25.39,Overweight
252,37,160,65,Female,Plank,Core,Compound,3,Muscle Gain,25.39,Overweight
252,37,160,65,Female,Leg Curls,Legs,Isolation,4,Muscle Gain,25.39,Overweight
252,37,160,65,Female,Lunges,Legs,Compound,5,Muscle Gain,25.39,Overweight
252,37,160,65,Female,Push-ups,Chest,Compound,3,Muscle Gain,25.39,Overweight
253,44,170,80,Male,Plank,Core,Compound,3,Muscle Gain,27.68,Overweight
253,44,170,80,Male,Leg Curls,Legs,Isolation,4,Muscle Gain,27.68,Overweight
253,44,170,80,Male,Lunges,Legs,Compound,5,Muscle Gain,27.68,Overweight
253,44,,,,,,,,,,
